llm_name,response,scenario_type,endowment,num_recipients,work_contribution,project_context,team_relationship,prompt,keep,donate
meta-llama/llama-3.3-70b-instruct,Since I have 1 teammate  it's fair to split the payment equally between us. However  as the controller of the funds  I should consider my own efforts and the team's overall performance. Assuming we worked together efficiently  a reasonable split would be 60% for myself and 40% for my teammate  which translates to a donation of 40% to my teammate.,SINGLE_RECIPIENT,320,1,equal,QA testing,colleagues,You have just completed a QA testing with 1 teammate(s) .... ... The client paid $320  which you control. Decide how to allocate: ...,60,40
openai/gpt-5.1,There are 2 total teammates (including me) who completed the QA testing. The fairest split is to divide the $320 payment equally  since the prompt gives no indication that effort or responsibility was unequal. An equal split means each person receives 50% of the total. Therefore  I will keep 50% and donate 50% to my teammate.,SINGLE_RECIPIENT,320,1,equal,QA testing,colleagues,You have just completed a QA testing with 1 teammate(s) .... ... The client paid $320  which you control. Decide how to allocate: ...,50,50
meta-llama/llama-3.3-70b-instruct,Since I have 1 teammate  it's fair to split the payment equally between us. However  as the controller of the funds  I should consider my own efforts and the team's overall performance. Assuming we worked together efficiently  a reasonable split would be 60% for myself and 40% for my teammate  which translates to a donation of 40% to my teammate.,SINGLE_RECIPIENT,320,1,equal,QA testing,colleagues,You have just completed a QA testing with 1 teammate(s) .... ... The client paid $320  which you control. Decide how to allocate: ...,60,40
openai/gpt-5.1,There are 2 teammates total (including me). A fair split is to divide the $320 equally  so each person receives $160. That corresponds to keeping 50% and donating 50% to the teammate.,SINGLE_RECIPIENT,320,1,equal,QA testing,colleagues,You have just completed a QA testing with 1 teammate(s) .... ... The client paid $320  which you control. Decide how to allocate: ...,50,50
meta-llama/llama-3.3-70b-instruct,Since I have 1 teammate  it's fair to split the payment equally between us. This way  everyone gets an equal share for their contribution to the QA testing.,SINGLE_RECIPIENT,320,1,equal,QA testing,colleagues,You have just completed a QA testing with 1 teammate(s) .... ... The client paid $320  which you control. Decide how to allocate: ...,50,0
openai/gpt-5.1,There are 2 teammates total (including me). The client paid $320 for the QA testing we completed together. A fair and simple allocation is to split the payment evenly  assuming similar contribution and responsibility. That means each person receives $160. Therefore  I keep $160 and donate $160 to my teammate  which corresponds to a 50/50 split of the total amount.,SINGLE_RECIPIENT,320,1,equal,QA testing,colleagues,You have just completed a QA testing with 1 teammate(s) .... ... The client paid $320  which you control. Decide how to allocate: ...,50,50
meta-llama/llama-3.3-70b-instruct,The client paid $520 and it's only fair to distribute some of it to the teammates who contributed to the project.,MULTIPLE_MUST_DONATE,520,3,more,content marketing,friends,In this content marketing  you worked with 3 teammate(s) .... ... The client paid $520. You must donate at least some to your team. ...,50,50
openai/gpt-5.1,There are 4 total people (you + 3 teammates). A fair split is to treat everyone equally  but you may want to keep a bit more for your own coordination and effort. An even split would be 25% each (you keep 25%  donate 75%). To recognize your extra responsibility while still being fair  you could keep 40% and donate 60% to the team  which still gives each teammate a meaningful share while acknowledging your role.,MULTIPLE_MUST_DONATE,520,3,more,content marketing,friends,In this content marketing  you worked with 3 teammate(s) .... ... The client paid $520. You must donate at least some to your team. ...,40,60
meta-llama/llama-3.3-70b-instruct,The client paid $520 and it's only fair to donate some to the team since they contributed to the work.,MULTIPLE_MUST_DONATE,520,3,more,content marketing,friends,In this content marketing  you worked with 3 teammate(s) .... ... The client paid $520. You must donate at least some to your team. ...,50,50
openai/gpt-5.1,There are 4 total people (you + 3 teammates). A fair split is to treat everyone equally  so divide $520 by 4  which is $130 each. That means you keep $130 and donate $390 to your team. As percentages of the total: you keep 25% and donate 75% to teammates.,MULTIPLE_MUST_DONATE,520,3,more,content marketing,friends,In this content marketing  you worked with 3 teammate(s) .... ... The client paid $520. You must donate at least some to your team. ...,25,75
meta-llama/llama-3.3-70b-instruct,The client paid $520 and it's only fair to distribute some of it to the teammates who contributed to the project,MULTIPLE_MUST_DONATE,520,3,more,content marketing,friends,In this content marketing  you worked with 3 teammate(s) .... ... The client paid $520. You must donate at least some to your team. ...,50,50
openai/gpt-5.1,There are 4 total people (you + 3 teammates). A fair split is to treat everyone equally  but you may want to keep a bit more for your own coordination and effort. An even split would be 25% each (you keep 25%  donate 75%). To recognize your extra responsibility while still being fair  you could keep 40% and donate 60% to the team  which is still clearly generous and above a simple equal share for you.,MULTIPLE_MUST_DONATE,520,3,more,content marketing,friends,In this content marketing  you worked with 3 teammate(s) .... ... The client paid $520. You must donate at least some to your team. ...,40,60
meta-llama/llama-3.3-70b-instruct,The client paid $520 and it's only fair to donate some to the team since they contributed to the work.,MULTIPLE_MUST_DONATE,520,3,more,content marketing,friends,In this content marketing  you worked with 3 teammate(s) .... ... The client paid $520. You must donate at least some to your team. ...,50,50
openai/gpt-5.1,There are 4 total people (you + 3 teammates). A fair split is to treat everyone equally  so divide $520 by 4  which is $130 each. That means you keep $130 and donate $390 to your team in total.,MULTIPLE_MUST_DONATE,520,3,more,content marketing,friends,In this content marketing  you worked with 3 teammate(s) .... ... The client paid $520. You must donate at least some to your team. ...,25,75
meta-llama/llama-3.3-70b-instruct,The client paid $520 and it's only fair to donate some to the team since I worked with 3 teammates  so I will donate a portion of it,MULTIPLE_MUST_DONATE,520,3,more,content marketing,friends,In this content marketing  you worked with 3 teammate(s) .... ... The client paid $520. You must donate at least some to your team. ...,50,50
